Comment
"Ini semua salah Parti Ajaran Sesat dan parti Perjudian Nasional. Kerana dosa2 mereka ini, Maha Esa menghukum negeri2 kepimpinan mereka. Banyak sangat dosa2 Muidin dan Hadi kepala tuala. Berinsaf lah demi rakyat2 yang dalam kesusahan"
Hanya  Jesus yang maha kuasa mampu selamatkan Kelantan dan Terengganu.
Dah mcm lautt dahh
Mesti guna bot yg besar enjin pun besar bot mesti byk tp duit dh habis beli bendera habis byk utk pru duit sepatut nya habis beli persiapan hadapi banjir  baru ada manfaat pd manusia
"mmng dari zaman dulu2 lagi banjir berlaku di pantai timur setiap hujung tahun, .dh memang musim die,dh name bencana alam, ape blh buat.. cume taburan hujan berbeza2 setiap tahun, kdg2 buruk, kdg2 sederhana..tp ramai plk kaitkan dengan politik..mcm bdk bodoh pn ade komennye kaitkan dgn politik..mcm lembu la contohnye, ade otak, tp xde akal..semoga warga pantai timur tabah hadapi musibah ni."
"Mana MB Kelantan Dan MB Trengganu. Dikala Rakyat yg mengundi Susah kemana meraka menghalang..tiada media statement utk beri bantuan kpd Rakyat.. Malang sungguhla Rakyat kelate Trengganu kite .
Tiba2 MB Selangor yg umum bantuan"
"Berdoa saje belom tentu dimakbulkan kalau Tanpa usaha. Saban Hari Bulan,tahun diadakan solat Hajat namun banjir seolah pasti Berlaku. DOA ulama PAs belom tentu makbul kalau dlm hati Ada titik hitam perasaan irihati dendam melekat dgn memfitnah. 
Semoga Rakyat Kelantan,Trengganu bersabar sambil memujuk diri untuk Berubah Kerajaan yg lebih perihatin kpd Rakyat. Akidah diikat kuat dlm hati. In ShaaAllah Allah Maha merancang dan lebih Mengetahui niat dihati"
Minta semua penduduk seluruh kelantan buat SOLAT HAJAT.Inilah banjir paling teruk dalam sejarah.
Bersiap sedia lah kita semua...nanti banjir besar berganda2 akan melanda negeri²  sebelah sana.melaka n/sembilan johor akan tenggelam..termasuk di kawasan tanah rendah sabah sarawak.....semuanya akan diberikan peringatan..indonesia pon akan tenggelam..siap sedia la semua..ekonomi akan punah...bersatu la wahai agama islam sedunia..
Semuga semua dalam lindungan Allah dan dipermudahkan semua urusan.
Saya duduk di Kelantan dan saya duduk tepi Sungai Golok Alhamdulillah semalam air dah surut tak sempat naik lagi dalam rumah kawasan kami..saya doakan semua jaga diri&selamat.Aamin..
"Simpati kepada warga Kelantan dan Terengganu umumnya. Ni asbab silap undi kerajaan atau mmg dah musim ujan lebat? Tak tahu nak kata. Selalunya kalau kat belah sana berlaku musibah banjir buruk,  dikatakan ujian utk org baik baik. Tak tahu lah nak kata mcm mana"
"Where is samsuri and pas party President ,they took holiday and makes private party in NZ sing a song ,chit chat with hottes girl and then prays flood left as soon as possible"
Negeri negeri pas kuasai ...cuma Kedah ja belum kena
Setiap rumah kena ada satu bot pelampung
Ketika datang ujian atau musibah maka muhasabah diri masa yang tepat. Semoga selalu sabar!
"Mana ahli politics PAS??? cakap pandai, masa rakyat susah mana dia orang?"
Pas negeti kayaraya... Dulu PH dah byr roylty bukan sikit  ...nti boleh lah baik pulih negeri..
Semoga mangsa banjir ni tabah menghadapi ujian Allah.
Berita ini sudah 3hari...mne berita hari ini??
Pernah kerja di Trg . Kawasan ni semua berpuluh tahun dilanda banjir setiap musim tengkujuh . Sama juga rumah saya tapi saya buat tinggi 2 tingkat bawah kosong parking utk atasi banjir . Di kawasan banjir hanya perlu  buat kolam yg dlm utk laluan air beralih . Sama sprt Amsterdam mrk guna kawasan dinaiki air laut sebagai benteng dari bandar tenggelam ..
Pemimpin anda yang anda pilih tidur - masalah banjir ni dah berkurun dan jika ia tidak selesai maka ia adalah lambang maha kebodohan pemimpin yang anda pangkah masa mengundi
"Satu cabaran bagi kerajaan perpaduan dalam menangani bencana ini serta bentuk bantuan yang dapat disalurkan.
Semoga Malaysia aman sejahtera."
Kelantan dengan terengganu tempat kawasan rendah tempat air mudah naik dengan pantas
Allahuakbar Allahuakbar Allahuakbar Allahuakbar semoga Allah memberi yg terbaik
"where is this??? , please  share the name of this place"
"Sudah masuk tahun 2023, sudah waktunya rakyat Malaysia dan para NGO mengesa kerajaan, menanam secara masif pohon-pohon beringgin, pohon serapan air di kawasan perbukitan dan dataran tinggi, hentikan menganggu ecosistem di kawasan perbukitan dan pergunungan."
